PERMNO,TICKER,COMNAM,date
20059,MRVI,MARAVAI LIFESCIENCES HLDGS INC,2023-12-29
19374,FMAY,FIRST TRUST E T F VIII,2023-12-29
23562,TFLR,T ROWE PRICE E T F INC,2023-12-29
21843,EWCZ,EUROPEAN WAX CENTER INC,2023-12-29
14277,SLB,SCHLUMBERGER LTD,2023-12-29
22153,OND,PROSHARES TRUST,2023-12-29
77377,SBI,WESTERN ASSET INTERMED MUNI FD,2023-12-29
93254,PCEF,INVESCO E T F TRUST II,2023-12-29
91545,PYZ,INVESCO E T F TRUST,2023-12-29
16895,BBCP,CONCRETE PUMPING HOLDINGS INC,2023-12-29
22909,POET,POET TECHNOLOGIES INC,2023-12-29
19375,GSUS,GOLDMAN SACHS E T F TRUST,2023-12-29
88534,ISSC,INNOVATIVE SOLUTIONS & SUPRT INC,2023-12-29
89453,RRGB,RED ROBIN GOURMET BURGERS INC,2023-12-29
14828,SAGE,SAGE THERAPEUTICS INC,2023-12-29
20436,HUDI,HUADI INTERNATIONAL GROUP CO LTD,2023-12-29
23782,CETU,CETUS CAPITAL ACQUISITION CORP,2023-12-29
15863,OCX,ONCOCYTE CORP,2023-12-29
22899,GMGI,GOLDEN MATRIX GROUP INC,2023-12-29
14268,BHR,BRAEMAR HOTELS & RESORTS INC,2023-12-29
22890,CSLM,CSLM ACQUISITION CORP,2023-12-29
83879,LAMR,LAMAR ADVERTISING CO NEW,2023-12-29
14855,RYI,RYERSON HOLDING CORP,2023-12-29
24612,DIVG,INVESCO E T F TRUST II,2023-12-29
23555,SFLR,INNOVATOR E T F S TRUST,2023-12-29
12345,LYB,LYONDELLBASELL INDUSTRIES N V,2023-12-29
24106,ROE,E A SERIES TRUST,2023-12-29
80080,EMN,EASTMAN CHEMICAL CO,2023-12-29
18709,MEC,MAYVILLE ENGINEERING CO INC,2023-12-29
19390,SQEW,TWO ROADS SHARED TRUST,2023-12-29
20455,TIRX,TIAN RUIXIANG HOLDINGS LTD,2023-12-29
21243,SVOL,SIMPLIFY EXCHANGE TRADED FUNDS,2023-12-29
91575,HRI,HERC HOLDINGS INC,2023-12-29
15833,AVTX,AVALO THERAPEUTICS INC,2023-12-29
93101,LEA,LEAR CORP,2023-12-29
24611,IDEC,INNOVATOR E T F S TRUST,2023-12-29
16955,OBOR,KRANESHARES TRUST,2023-12-29
22889,BWAQ,BLUE WORLD ACQUISITION CORP,2023-12-29
24610,LSEQ,HARBOR E T F TRUST,2023-12-29
19391,ADCT,A D C THERAPEUTICS S A,2023-12-29
21835,DFLI,DRAGONFLY ENERGY HOLDINGS CORP,2023-12-29
18707,IVOL,KRANESHARES TRUST,2023-12-29
90925,FNF,FIDELITY NATIONAL FINL INC NEW,2023-12-29
24609,GDEC,FIRST TRUST E T F VIII,2023-12-29
76082,CTRA,COTERRA ENERGY INC,2023-12-29
77453,JACK,JACK IN THE BOX INC,2023-12-29
24613,JDVI,JOHN HANCOCK E T F TRUST,2023-12-29
15837,DLTH,DULUTH HOLDINGS INC,2023-12-29
11370,ENV,ENVESTNET INC,2023-12-29
64785,AGX,ARGAN INC,2023-12-29
22174,TSE,TRINSEO PLC,2023-12-29
18712,BUL,PACER FUNDS TRUST,2023-12-29
24624,EV,NEOS ETF TRUST,2023-12-29
24623,ISPY,PROSHARES TRUST,2023-12-29
21244,AGOX,STARBOARD INVESTMENT TRUST,2023-12-29
91571,EBS,EMERGENT BIOSOLUTIONS INC,2023-12-29
16954,IBDS,ISHARES TRUST,2023-12-29
90926,ALT,ALTIMMUNE INC,2023-12-29
23244,PMN,PROMIS NEUROSCIENCES INC,2023-12-29
15838,EQBK,EQUITY BANCSHARES INC,2023-12-29
24622,PJBF,P G I M ETF TRUST,2023-12-29
89489,EIM,EATON VANCE MUNICIPAL BD FD,2023-12-29
24621,PJIO,P G I M ETF TRUST,2023-12-29
24618,PJFM,P G I M ETF TRUST,2023-12-29
24617,PSH,P G I M ETF TRUST,2023-12-29
22175,WBX,WALLBOX N V,2023-12-29
24616,PRAE,NORTHERN LIGHTS FUND TR III,2023-12-29
75168,SWZ,SWISS HELVETIA FUND INC,2023-12-29
13579,NBHC,NATIONAL BANK HOLDINGS CORP,2023-12-29
88504,BRKR,BRUKER CORP,2023-12-29
29209,ARW,ARROW ELECTRONICS INC,2023-12-29
20453,SKYU,PROSHARES TRUST,2023-12-29
24615,PRMN,NORTHERN LIGHTS FUND TR III,2023-12-29
24614,GQI,NATIXIS E T F TRUST,2023-12-29
89482,BANC,BANC OF CALIFORNIA INC,2023-12-29
19389,SSLY,SYNTAX E T F TRUST,2023-12-29
87055,COST,COSTCO WHOLESALE CORP NEW,2023-12-29
88490,PBR,PETROLEO BRASILEIRO SA PETROBRAS,2023-12-29
20456,TRIN,TRINITY CAPITAL INC,2023-12-29
16960,MFEM,PIMCO EQUITY SERIES,2023-12-29
22887,ASCA,A S P A C I ACQ CORP,2023-12-29
93359,PSCM,INVESCO E T F TRUST II,2023-12-29
24289,TMET,ISHARES U S ETF TRUST,2023-12-29
23794,MARX,MARS ACQUISITION CORP,2023-12-29
70704,MUX,MCEWEN MINING INC,2023-12-29
19393,BMY,BRISTOL MYERS SQUIBB CO,2023-12-29
21833,MOBX,MOBIX LABS INC,2023-12-29
12350,MULN,MULLEN AUTOMOTIVE INC,2023-12-29
16961,ECVT,ECOVYST INC,2023-12-29
90919,CGO,CALAMOS GLOBAL TOTAL RETURN FUND,2023-12-29
13085,VAC,MARRIOTT VACATIONS WORLDWIDE COR,2023-12-29
92040,FOLD,AMICUS THERAPEUTICS INC,2023-12-29
24059,TSEC,TOUCHSTONE ETF TRUST,2023-12-29
15826,SQ,BLOCK INC,2023-12-29
92469,SATS,ECHOSTAR CORP,2023-12-29
16962,MYND,MYND A I INC,2023-12-29
89491,EVM,EATON VANCE CA MUNICIPAL BD FD,2023-12-29
18700,OMFL,INVESCO ET SELF INDEX FD TR,2023-12-29
19395,CLEU,CHINA LIBERAL EDUCATION HLDG LTD,2023-12-29
34746,FITB,FIFTH THIRD BANCORP,2023-12-29
61399,LOW,LOWES COMPANIES INC,2023-12-29
92996,TBF,PROSHARES TRUST,2023-12-29
83883,OPCH,OPTION CARE HEALTH INC,2023-12-29
88487,PHG,KONINKLIJKE PHILIPS N V,2023-12-29
16963,DESP,DESPEGAR COM CORP,2023-12-29
20461,VINP,VINCI PARTNERS INVESTMENTS LTD,2023-12-29
21836,CRDL,CARDIOL THERAPEUTICS INC,2023-12-29
14257,MGNX,MACROGENICS INC,2023-12-29
18703,IBHE,ISHARES TRUST,2023-12-29
21242,PFIX,SIMPLIFY EXCHANGE TRADED FUNDS,2023-12-29
18705,IBHD,ISHARES TRUST,2023-12-29
15831,AXSM,AXSOME THERAPEUTICS INC,2023-12-29
16958,MFUS,PIMCO EQUITY SERIES,2023-12-29
16959,MFDX,PIMCO EQUITY SERIES,2023-12-29
21555,IBBQ,INVESCO E T F TRUST II,2023-12-29
19995,TARS,TARSUS PHARMACEUTICALS INC,2023-12-29
23792,IZM,ICZOOM GROUP INC,2023-12-29
14258,PBPB,POTBELLY CORP,2023-12-29
77458,FCO,ABRDN GLOBAL INCOME FUND INC,2023-12-29
22888,ATAK,AURORA TECHNOLOGY ACQ CORP,2023-12-29
22177,AIP,ARTERIS INC,2023-12-29
23793,LVRO,LAVORO LTD,2023-12-29
21834,CLBT,CELLEBRITE DI LTD,2023-12-29
14862,CLRB,CELLECTAR BIOSCIENCES INC,2023-12-29
23554,IGTR,INNOVATOR E T F S TRUST,2023-12-29
20457,UCYB,PROSHARES TRUST,2023-12-29
89490,ENX,EATON VANCE NY MUNICIPAL BD FD,2023-12-29
90922,EGF,BLACKROCK ENHANCED GOVT FD INC,2023-12-29
85972,CRAI,C R A INTERNATIONAL INC,2023-12-29
22178,AIRS,AIRSCULPT TECHNOLOGIES INC,2023-12-29
80072,VLY,VALLEY NATIONAL BANCORP,2023-12-29
91577,DSI,ISHARES TRUST,2023-12-29
15830,ASET,FLEXSHARES TRUST,2023-12-29
10645,LAKE,LAKELAND INDUSTRIES INC,2023-12-29
19994,STTK,SHATTUCK LABS INC,2023-12-29
12839,EMO,CLEARBRIDGE ENERGY MID OP FD INC,2023-12-29
19388,DNMR,DANIMER SCIENTIFIC INC,2023-12-29
16953,HTRB,HARTFORD FUNDS E T TRUST,2023-12-29
19996,THRY,THRYV HOLDINGS INC,2023-12-29
15846,PPBT,PURPLE BIOTECH LTD,2023-12-29
57913,VXRT,VAXART INC,2023-12-29
65307,RPM,R P M INTERNATIONAL INC,2023-12-29
22897,FEAM,5E ADVANCED MATERIALS INC,2023-12-29
92043,IBKR,INTERACTIVE BROKERS GROUP INC,2023-12-29
19998,VPN,GLOBAL X FUNDS,2023-12-29
22169,IHS,I H S HOLDING LTD,2023-12-29
80100,SPG,SIMON PROPERTY GROUP INC NEW,2023-12-29
83856,CSV,CARRIAGE SERVICES INC,2023-12-29
23789,HLP,HONGLI GROUP INC,2023-12-29
14264,VIDI,E T F SERIES SOLUTIONS,2023-12-29
92766,AAXJ,ISHARES TRUST,2023-12-29
13369,CLIR,CLEARSIGN TECHNOLOGIES CORP,2023-12-29
91567,FOF,COHEN & STEERS CLOSED END OPP FD,2023-12-29
20447,PLTK,PLAYTIKA HOLDING CORP,2023-12-29
21248,WKLY,TIDAL E T F TRUST,2023-12-29
12039,BBN,BLACKROCK TAXABLE MUNI BOND TR,2023-12-29
16937,ZKIN,Z K INTERNATIONAL GROUP CO LTD,2023-12-29
13570,BGB,BLACKSTONE STR CR 2027 TERM FUND,2023-12-29
93253,SMMU,PIMCO E T F TRUST,2023-12-29
83112,ANDE,ANDERSONS INC,2023-12-29
16938,ZLAB,ZAI LAB LTD,2023-12-29
90930,PXJ,INVESCO E T F TRUST,2023-12-29
70797,USA,LIBERTY ALL STAR EQUITY FD,2023-12-29
15845,ITEQ,E T F MANAGERS TRUST,2023-12-29
89469,IEF,ISHARES TRUST,2023-12-29
88511,CRIS,CURIS INC,2023-12-29
18718,TPLC,TIMOTHY PLAN,2023-12-29
13615,CAPL,CROSSAMERICA PARTNERS LP,2023-12-29
16933,SECO,SECOO HOLDING LTD,2023-12-29
19382,BMAY,INNOVATOR E T F S TRUST,2023-12-29
21249,WDH,WATERDROP INC,2023-12-29
15847,KURA,KURA ONCOLOGY INC,2023-12-29
89467,LQD,ISHARES TRUST,2023-12-29
80102,SUI,SUN COMMUNITIES INC,2023-12-29
87043,QMCO,QUANTUM CORP,2023-12-29
12841,DBEM,D B X ETF TRUST,2023-12-29
19999,YGMZ,MINGZHU LOGISTICS HOLDINGS LTD,2023-12-29
18721,CCIF,CARLYLE CREDIT INCOME FUND,2023-12-29
81472,ASML,A S M L HOLDING N V,2023-12-29
12341,HYI,WESTERN ASSET HIGH YLD DEF OP FD,2023-12-29
76095,HOLX,HOLOGIC INC,2023-12-29
90934,PXE,INVESCO E T F TRUST,2023-12-29
16932,ROKU,ROKU INC,2023-12-29
92466,OESX,ORION ENERGY SYSTEMS INC,2023-12-29
22898,GHIX,GORES HOLDINGS IX INC,2023-12-29
19383,SGOV,ISHARES TRUST,2023-12-29
21838,DDI,DOUBLEDOWN INTERACTIVE CO LTD,2023-12-29
86026,IOSP,INNOSPEC INC,2023-12-29
24274,NETD,NABORS ENERGY TRANSITION CORP II,2023-12-29
89468,TLT,ISHARES TRUST,2023-12-29
18719,DM,DESKTOP METAL INC,2023-12-29
23788,HKIT,HITEK GLOBAL INC,2023-12-29
14265,ENFR,ALPS E T F TRUST,2023-12-29
14846,WBIL,ABSOLUTE SHARES TRUST,2023-12-29
23557,HDUS,LATTICE STRATEGIES TRUST,2023-12-29
20445,PAX,PATRIA INVESTMENTS LTD,2023-12-29
23787,ETEC,ISHARES TRUST,2023-12-29
18717,TPHD,TIMOTHY PLAN,2023-12-29
77437,MBOT,MICROBOT MEDICAL INC,2023-12-29
14854,EFAD,PROSHARES TRUST,2023-12-29
77447,ICUI,I C U MEDICAL INC,2023-12-29
92041,GLRE,GREENLIGHT CAPITAL RE LTD,2023-12-29
23790,HUBC,HUB CYBER SECURITY LTD,2023-12-29
59248,TAP,MOLSON COORS BEVERAGE CO,2023-12-29
34673,NR,NEWPARK RESOURCES INC,2023-12-29
81481,DLTR,DOLLAR TREE INC,2023-12-29
21837,DATS,DATCHAT INC,2023-12-29
23791,ICG,INTCHAINS GROUP LTD,2023-12-29
10649,PTSI,P A M TRANSPORTATION SVCS INC,2023-12-29
88507,CGEN,COMPUGEN LTD,2023-12-29
89475,SNY,SANOFI,2023-12-29
21245,GLDB,STRATEGY SHARES,2023-12-29
44329,TFX,TELEFLEX INC,2023-12-29
13254,VGI,VIRTUS GLOBAL MULTI SECTR INC FD,2023-12-29
16949,FLMI,FRANKLIN TEMPLETON E T F TRUST,2023-12-29
22894,DRTS,ALPHA TAU MEDICAL LTD,2023-12-29
16952,GHYB,GOLDMAN SACHS E T F TRUST,2023-12-29
15839,FCVT,FIRST TRUST E T F IV,2023-12-29
92468,PLUR,PLURI INC,2023-12-29
90927,IGA,VOYA GLOBAL ADV & PREM OPP FUND,2023-12-29
14259,ROBO,EXCHANGE TRADED CONCEPTS TR,2023-12-29
18713,TRND,PACER FUNDS TRUST,2023-12-29
21554,IAS,INTEGRAL AD SCIENCE HOLDING CORP,2023-12-29
20452,ENVX,ENOVIX CORP,2023-12-29
85992,MANH,MANHATTAN ASSOCIATES INC,2023-12-29
76083,CEE,CENTRAL & EASTERN EUROPE FD INC,2023-12-29
24267,JGLO,J P MORGAN E T F TRUST,2023-12-29
20451,RSVR,RESERVOIR MEDIA INC,2023-12-29
90928,PUI,INVESCO E T F TRUST,2023-12-29
22896,EKG,FIRST TRUST E T F II,2023-12-29
14852,ICD,INDEPENDENCE CONTRACT DRILLING,2023-12-29
20449,QLI,QILIAN INTERNTL HLDG GROUP LTD,2023-12-29
21246,ACSI,TIDAL E T F TRUST,2023-12-29
23241,NVDS,INVESTMENT MANAGERS SERIES TR II,2023-12-29
22172,KCGI,KENSINGTON CAPITAL ACQ CORP V,2023-12-29
12840,LODE,COMSTOCK INC,2023-12-29
13545,SAND,SANDSTORM GOLD LTD,2023-12-29
19384,JIG,J P MORGAN E T F TRUST,2023-12-29
89470,SHY,ISHARES TRUST,2023-12-29
18716,SFYF,TIDAL E T F TRUST,2023-12-29
26649,ASA,A S A GOLD & PRECIOUS METALS LTD,2023-12-29
18714,PTIN,PACER FUNDS TRUST,2023-12-29
92467,ORN,ORION GROUP HOLDINGS INC,2023-12-29
13079,PVL,PERMIANVILLE ROYAL TRUST,2023-12-29
93378,EIRL,ISHARES TRUST,2023-12-29
19387,JEPI,J P MORGAN E T F TRUST,2023-12-29
16940,BEST,BEST INC,2023-12-29
22895,DUET,D U E T ACQUISITION CORP,2023-12-29
18715,PSTL,POSTAL REALTY TRUST INC,2023-12-29
91570,ETY,EATON VANCE TAX MAN DIV EQ IN FD,2023-12-29
87053,GNSS,GENASYS INC,2023-12-29
19997,TOMZ,TOMI ENVIRONMENTAL SOLUTIONS INC,2023-12-29
16948,FLMB,FRANKLIN TEMPLETON E T F TRUST,2023-12-29
80089,TV,GRUPO TELEVISA SA,2023-12-29
15840,FGBI,FIRST GUARANTY BANCSHARES INC,2023-12-29
14263,VCYT,VERACYTE INC,2023-12-29
18933,IBDU,ISHARES TRUST,2023-12-29
90971,IRBT,IROBOT CORP,2023-12-29
19371,SIXL,EXCHANGE TRADED CONCEPTS TR,2023-12-29
80204,MLM,MARTIN MARIETTA MATERIALS INC,2023-12-29
20402,VLD,VELO3D INC,2023-12-29
64742,PCYO,PURE CYCLE CORP,2023-12-29
88604,SPYG,SPDR SERIES TRUST,2023-12-29
16818,CBUS,CIBUS INC,2023-12-29
22933,MSTQ,E T F SERIES SOLUTIONS,2023-12-29
24671,VGSR,MANAGER DIRECTED PORTFOLIOS,2023-12-29
23221,SIO,TOUCHSTONE ETF TRUST,2023-12-29
76135,GVA,GRANITE CONSTRUCTION INC,2023-12-29
18793,TOKE,CAMBRIA E T F TRUST,2023-12-29
18792,CNBS,AMPLIFY ETF TRUST,2023-12-29
15909,TEAM,ATLASSIAN CORP PLC,2023-12-29
93376,EUSA,ISHARES INC,2023-12-29
93256,SMDD,PROSHARES TRUST,2023-12-29
24670,VCRB,VANGUARD MALVERN FUNDS,2023-12-29
16819,CODA,CODA OCTOPUS GROUP INC,2023-12-29
91001,SDY,SPDR SERIES TRUST,2023-12-29
20403,ZFOX,ZEROFOX HOLDINGS INC,2023-12-29
24253,BSCX,INVESCO ET SELF INDEX FD TR,2023-12-29
21541,GAME,GAMESQUARE HOLDINGS INC,2023-12-29
20072,EVGO,EVGO INC,2023-12-29
24669,USRD,THEMES E T F TRUST,2023-12-29
22932,DFIC,DIMENSIONAL E T F TRUST,2023-12-29
24668,USCF,THEMES E T F TRUST,2023-12-29
81254,SNEX,STONEX GROUP INC,2023-12-29
22131,JAVA,J P MORGAN E T F TRUST,2023-12-29
12331,GBAB,GUGGENHEIM TAX MUN BD & I G DB T,2023-12-29
23570,GEHC,G E HEALTHCARE TECHNOLOGIES INC,2023-12-29
24393,BUFZ,FIRST TRUST E T F VIII,2023-12-29
21272,BYRN,BYRNA TECHNOLOGIES INC,2023-12-29
21860,SHFS,SHF HOLDINGS INC,2023-12-29
21540,FEMY,FEMASYS INC,2023-12-29
20073,DFAU,DIMENSIONAL E T F TRUST,2023-12-29
23769,VTES,VANGUARD WELLINGTON FUND,2023-12-29
71175,UNM,UNUM GROUP,2023-12-29
16813,TRTX,T P G RE FINANCE TRUST INC,2023-12-29
86111,AMT,AMERICAN TOWER CORP NEW,2023-12-29
92948,OPI,OFFICE PROPERTIES INCOME TRUST,2023-12-29
89406,NPO,ENPRO INC,2023-12-29
18798,EIC,EAGLE POINT INCOME CO INC,2023-12-29
23220,SSXU,STRATEGY SHARES,2023-12-29
19350,DE,DEERE & CO,2023-12-29
92089,GRBK,GREEN BRICK PARTNERS INC,2023-12-29
16816,BHF,BRIGHTHOUSE FINANCIAL INC,2023-12-29
91002,KCE,SPDR SERIES TRUST,2023-12-29
21271,BWMN,BOWMAN CONSULTING GROUP LTD,2023-12-29
91533,PSP,INVESCO E T F TRUST,2023-12-29
15912,SELF,GLOBAL SELF STORAGE INC,2023-12-29
22934,EP,EMPIRE PETROLEUM CORP,2023-12-29
86996,SBAC,S B A COMMUNICATIONS CORP NEW,2023-12-29
22130,SATO,INVESCO E T F TRUST II,2023-12-29
18795,ACIO,E T F SERIES SOLUTIONS,2023-12-29
19349,KROS,KEROS THERAPEUTICS INC,2023-12-29
93094,CVE,CENOVUS ENERGY INC,2023-12-29
13360,RLY,SSGA ACTIVE TRUST,2023-12-29
14310,FRBA,FIRST BANK,2023-12-29
24103,BUXX,E A SERIES TRUST,2023-12-29
21859,MITA,COLISEUM ACQUISITION CORP,2023-12-29
14810,ISTR,INVESTAR HOLDING CORP,2023-12-29
20404,HIPO,HIPPO HOLDINGS INC,2023-12-29
19353,ORIC,ORIC PHARMACEUTICALS INC,2023-12-29
88597,AVNT,AVIENT CORP,2023-12-29
23222,LCF,TOUCHSTONE ETF TRUST,2023-12-29
16823,EQRR,PROSHARES TRUST,2023-12-29
12868,ROOF,INDEXIQ E T F TRUST,2023-12-29
14812,LOCO,EL POLLO LOCO HOLDINGS INC,2023-12-29
92064,REZ,ISHARES TRUST,2023-12-29
89416,HOFT,HOOKER FURNISHINGS CORP,2023-12-29
18785,STOK,STOKE THERAPEUTICS INC,2023-12-29
13035,XYL,XYLEM INC,2023-12-29
16824,KALA,KALA BIO INC,2023-12-29
80200,IFN,INDIA FUND INC,2023-12-29
90998,SPXX,NUVEEN S P 500 DYNAMIC OVERWR FD,2023-12-29
21269,ANEB,ANEBULO PHARMACEUTICALS INC,2023-12-29
91537,PTF,INVESCO E T F TRUST,2023-12-29
23568,MBC,MASTERBRAND INC,2023-12-29
18784,REAL,REALREAL INC,2023-12-29
86098,WYY,WIDEPOINT CORP,2023-12-29
19354,WIMI,WIMI HOLOGRAM CLOUD INC,2023-12-29
15903,LVHD,LEGG MASON ETF INVESTMENT TR,2023-12-29
23770,AMBI,AMBIPAR EMERGENCY RESPONSE,2023-12-29
14302,BANX,ARROWMARK FINANCIAL CORP,2023-12-29
77300,SMG,SCOTTS MIRACLE GRO CO,2023-12-29
22930,DFIS,DIMENSIONAL E T F TRUST,2023-12-29
18783,PSNL,PERSONALIS INC,2023-12-29
20406,GRND,GRINDR INC,2023-12-29
20399,RDW,REDWIRE CORP,2023-12-29
22133,KGRO,KRANESHARES TRUST,2023-12-29
92432,ENSG,ENSIGN GROUP INC,2023-12-29
23569,BAM,BROOKFIELD ASSET MANAGEMENT LTD,2023-12-29
83774,OCFC,OCEANFIRST FINANCIAL CORP,2023-12-29
86102,FHI,FEDERATED HERMES INC,2023-12-29
16820,CODX,C O DIAGNOSTICS INC,2023-12-29
13756,LAND,GLADSTONE LAND CORP,2023-12-29
89413,BGFV,BIG 5 SPORTING GOODS CORP,2023-12-29
18789,HCAT,HEALTH CATALYST INC,2023-12-29
24667,TXSS,TEXAS CAPITAL FUNDS TRUST,2023-12-29
91534,ERTH,INVESCO E T F TRUST,2023-12-29
24666,TDI,TOUCHSTONE ETF TRUST,2023-12-29
21270,IRAA,IRIS ACQUISITION CORP,2023-12-29
15906,SMBK,SMARTFINANCIAL INC,2023-12-29
14308,DLNG,DYNAGAS L N G PARTNERS LP,2023-12-29
24058,TFPN,TIDAL TRUST II,2023-12-29
34032,MAS,MASCO CORP,2023-12-29
10777,FCNCA,FIRST CITIZENS BANCSHARES INC NC,2023-12-29
15904,BDRX,BIODEXA PHARMACEUTICALS PLC,2023-12-29
16822,EMXC,ISHARES INC,2023-12-29
22931,DISV,DIMENSIONAL E T F TRUST,2023-12-29
22132,KORE,KORE GROUP HOLDINGS INC,2023-12-29
18786,AMK,ASSETMARK FINANCIAL HOLDINGS INC,2023-12-29
24665,SVMH,SRIVARU HOLDING LTD,2023-12-29
19352,NVVE,NUVVE HOLDING CORP,2023-12-29
90999,PDS,PRECISION DRILLING CORP,2023-12-29
14811,FWONK,LIBERTY MEDIA CORP 3RD NEW,2023-12-29
20070,GDMA,E A SERIES TRUST,2023-12-29
83145,IRIX,IRIDEX CORP,2023-12-29
19348,GMBL,ESPORTS ENTERTAINMENT GROUP INC,2023-12-29
18799,QLVE,FLEXSHARES TRUST,2023-12-29
92813,FAZ,DIREXION SHARES E T F TRUST,2023-12-29
20391,TPL,TEXAS PACIFIC LAND CORP,2023-12-29
14803,HQY,HEALTHEQUITY INC,2023-12-29
92090,BKCC,BLACKROCK CAPITAL INVT CORP,2023-12-29
89395,PNFP,PINNACLE FINANCIAL PARTNERS INC,2023-12-29
18805,IJUL,INNOVATOR E T F S TRUST,2023-12-29
18804,EJUL,INNOVATOR E T F S TRUST,2023-12-29
19339,NAPR,INNOVATOR E T F S TRUST,2023-12-29
83756,GERN,GERON CORP,2023-12-29
86115,CLS,CELESTICA INC,2023-12-29
23218,MINV,MATTHEWS INTERNATIONAL FUNDS,2023-12-29
15920,NOMD,NOMAD FOODS LTD,2023-12-29
16798,RNEM,FIRST TRUST E T F VI,2023-12-29
12871,CCLP,C S I COMPRESSCO L P,2023-12-29
91007,MDYG,SPDR SERIES TRUST,2023-12-29
19340,KAPR,INNOVATOR E T F S TRUST,2023-12-29
13357,ISD,P G I M HIGH YIELD BOND FUND INC,2023-12-29
88607,SLYG,SPDR SERIES TRUST,2023-12-29
22127,INAQ,INSIGHT ACQUISITION CORP,2023-12-29
80210,RYN,RAYONIER INC NEW,2023-12-29
21276,XBP,XBP EUROPE HOLDINGS INC,2023-12-29
15919,XITK,SPDR SERIES TRUST,2023-12-29
18803,ULTR,INDEXIQ ACTIVE E T F TRUST,2023-12-29
24194,DUSB,DIMENSIONAL E T F TRUST,2023-12-29
76136,KMPR,KEMPER CORP DE,2023-12-29
16799,RNLC,FIRST TRUST E T F VI,2023-12-29
22938,PSTP,INNOVATOR E T F S TRUST,2023-12-29
22941,BSTP,INNOVATOR E T F S TRUST,2023-12-29
92427,ANTE,AIRNET TECHNOLOGY INC,2023-12-29
62308,GL,GLOBE LIFE INC,2023-12-29
22126,XBOC,INNOVATOR E T F S TRUST,2023-12-29
83738,CASS,CASS INFORMATION SYSTEMS INC,2023-12-29
21278,CNTA,CENTESSA PHARMACEUTICALS PLC,2023-12-29
89394,BYON,BEYOND INC,2023-12-29
18807,OBDC,BLUE OWL CAPITAL CORP,2023-12-29
21539,ELEV,ELEVATION ONCOLOGY INC,2023-12-29
83148,LFCR,LIFECORE BIOMEDICAL INC,2023-12-29
92426,NMM,NAVIOS MARITIME PARTNERS L P,2023-12-29
14325,TNDM,TANDEM DIABETES CARE INC,2023-12-29
24676,ZZZ,ONEFUND TRUST,2023-12-29
24675,WTBN,WISDOMTREE TRUST,2023-12-29
16795,PIXY,SHIFTPIXY INC,2023-12-29
22943,IBHI,ISHARES TRUST,2023-12-29
11308,KO,COCA COLA CO,2023-12-29
23217,MEM,MATTHEWS INTERNATIONAL FUNDS,2023-12-29
20389,RLX,R L X TECHNOLOGY INC,2023-12-29
14800,CFO,VICTORY PORTFOLIOS II,2023-12-29
22125,XTOC,INNOVATOR E T F S TRUST,2023-12-29
24674,WISE,THEMES E T F TRUST,2023-12-29
18806,CLPT,CLEARPOINT NEURO INC,2023-12-29
91008,MDYV,SPDR SERIES TRUST,2023-12-29
24673,VSTE,VAST RENEWABLES LTD,2023-12-29
91530,SLX,VANECK E T F TRUST,2023-12-29
24672,VPLS,VANGUARD MALVERN FUNDS,2023-12-29
16797,KNGZ,FIRST TRUST E T F VI,2023-12-29
22942,CHGX,INVESTMENT MANAGERS SERIES TR II,2023-12-29
14318,NMIH,N M I HOLDINGS INC,2023-12-29
21863,PALT,PALTALK INC,2023-12-29
29744,GTBP,G T BIOPHARMA INC,2023-12-29
89397,VRNT,VERINT SYSTEMS INC,2023-12-29
14317,LGIH,L G I HOMES INC,2023-12-29
16805,SSTI,SOUNDTHINKING INC,2023-12-29
15913,SPI,S P I ENERGY CO LTD,2023-12-29
59176,AXP,AMERICAN EXPRESS CO,2023-12-29
88606,SPYV,SPDR SERIES TRUST,2023-12-29
24232,BAMB,NORTHERN LIGHTS FUND TR IV,2023-12-29
58246,NTRS,NORTHERN TRUST CORP,2023-12-29
18800,QLVD,FLEXSHARES TRUST,2023-12-29
16807,VSMV,VICTORY PORTFOLIOS II,2023-12-29
12059,SCHR,SCHWAB STRATEGIC TRUST,2023-12-29
20397,SRZN,SURROZEN INC,2023-12-29
13618,MPLX,M P L X L P,2023-12-29
92428,APEI,AMERICAN PUBLIC EDUCATION INC,2023-12-29
12329,EFC,ELLINGTON FINANCIAL INC,2023-12-29
23768,HARD,SIMPLIFY EXCHANGE TRADED FUNDS,2023-12-29
91004,KIE,SPDR SERIES TRUST,2023-12-29
44813,CVM,CEL SCI CORP,2023-12-29
14807,IRMD,IRADIMED CORP,2023-12-29
83762,AIM,AIM IMMUNOTECH INC,2023-12-29
22129,BLKC,INVESCO E T F TRUST II,2023-12-29
80206,IIF,MORGAN STANLEY INDIA INV FD INC,2023-12-29
13034,TTP,TORTOISE PIPELINE & ENER FD INC,2023-12-29
77274,GILD,GILEAD SCIENCES INC,2023-12-29
13775,ORC,ORCHID ISLAND CAPITAL INC,2023-12-29
24081,UPGR,D B X ETF TRUST,2023-12-29
16809,JBGS,J B G SMITH PROPERTIES,2023-12-29
22935,CRIT,EXCHANGE TRADED CONCEPTS TR,2023-12-29
14313,IPWR,IDEAL POWER INC,2023-12-29
23766,SJIM,NORTHERN LIGHTS FUND TR IV,2023-12-29
15914,WKHS,WORKHORSE GROUP INC,2023-12-29
